id,name,birth_year,death_year,birth_place_raw,country,region,period,wikidata,lifespan
jorge_jinkis,Jorge Jinkis,1943.0,,Argentina,Argentina,Latin America,World Wars Era,,
friedrich_nietzsche,Friedrich Nietzsche,1844.0,1900.0,Prusia (actual Alemania),Germany,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q9358,56.0
samuel_beckett,Samuel Beckett,1906.0,1989.0,Irlanda,Ireland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q37327,83.0
leo_strauss,Leo Strauss,1899.0,1973.0,Alemania,Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q77144,74.0
ernest_renan,Joseph Renan,1823.0,1892.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q157155,69.0
leon_bloy,Léon Bloy,1846.0,1917.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q462666,71.0
martin_lutero,Martín Lutero,1483.0,1546.0,Sacro Imperio Romano Germánico (actual Alemania),Germany,Western Europe,Renaissance,http://www.wikidata.org/entity/Q9554,63.0
leopoldo_lugones,Leopoldo Lugones,1874.0,1938.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q188875,64.0
paul_valery,Ambroise Valéry,1871.0,1945.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q200639,74.0
eduardo_gruner,Eduardo Grüner,1946.0,,Argentina,Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q56582734,
maurice_blanchot,Maurice Blanchot,1907.0,2003.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q315210,96.0
kafka,Franz Kafka,1883.0,1924.0,"Praga, Imperio Austrohúngaro",Czech Republic,Eastern Europe,Long 19th Century,http://www.wikidata.org/entity/Q905,41.0
james_joyce,James Joyce,1882.0,1941.0,Irlanda,Ireland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q6882,59.0
louis_ferdinand_celine,Louis-Ferdinand Céline,1894.0,1961.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q151820,67.0
william_faulkner,William Faulkner,1897.0,1962.0,Estados Unidos,United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q38392,65.0
borges,Jorge Borges,1899.0,1986.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q909,87.0
simonides,de Ceos Simónides,-556.0,-468.0,Grecia,Greece,Southern Europe / Classical,Antiquity (Archaic),http://www.wikidata.org/entity/Q273003,88.0
horacio,Quinto Horacio,-65.0,-8.0,República Romana (actual Italia),Italy,Western Europe,Hellenistic/Roman,http://www.wikidata.org/entity/Q6197,57.0
ezra_pound,Ezra Pound,1885.0,1972.0,Estados Unidos,United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q163366,87.0
oscar_masotta,Óscar Masotta,1930.0,1979.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q7106131,49.0
luis_gusman,Luis Gusmán,1944.0,,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5679615,
mallarme,Stéphane Mallarmé,1842.0,1898.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q767,56.0
andre_gide,André Gide,1869.0,1951.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q47484,82.0
john_donne,John Donne,1572.0,1631.0,Inglaterra,United Kingdom,Western Europe,Renaissance,http://www.wikidata.org/entity/Q140412,59.0
spinoza,Baruch Spinoza,1632.0,1677.0,República de los Países Bajos,Netherlands,Western Europe,Early Modern,http://www.wikidata.org/entity/Q35802,45.0
maquiavelo,Niccolò Machiavelli,1469.0,1527.0,República de Florencia (actual Italia),Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q1399,58.0
tucidides,Tucídides,-460.0,-400.0,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q41683,60.0
aristoteles,Aristóteles,-384.0,-322.0,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q868,62.0
platon,Platón,-428.0,-348.0,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q859,80.0
thomas_hobbes,Thomas Hobbes,1588.0,1679.0,Inglaterra,United Kingdom,Western Europe,Renaissance,http://www.wikidata.org/entity/Q37621,91.0
socrates,Sócrates,-470.0,-399.0,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q913,71.0
william_lecky,William Lecky,1838.0,1903.0,Irlanda,Ireland,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q725927,65.0
parmenides,de Elea Parménides,-515.0,-450.0,Grecia Antigua (Magna Grecia),Greece,Southern Europe / Classical,Antiquity (Archaic),http://www.wikidata.org/entity/Q125551,65.0
homero,Homero,-750.0,-700.0,Grecia Antigua,Greece,Southern Europe / Classical,Antiquity (Archaic),http://www.wikidata.org/entity/Q6691,50.0
jean_bodin,Jean Bodin,1530.0,1596.0,Francia,France,Western Europe,Renaissance,http://www.wikidata.org/entity/Q190944,66.0
edmund_burke,Edmund Burke,1729.0,1797.0,Irlanda,Ireland,Western Europe,Early Modern,http://www.wikidata.org/entity/Q165792,68.0
nicolas_condorcet,Nicolas Condorcet,1743.0,1794.0,Francia,France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q201477,51.0
thomas_carlyle,Thomas Carlyle,1795.0,1881.0,Escocia,Escocia,Other/Unknown,Revolutionary Era,http://www.wikidata.org/entity/Q151403,86.0
averroes,Averroes,1126.0,1198.0,Al-Ándalus (actual España),Spain,Western Europe,Medieval,http://www.wikidata.org/entity/Q39837,72.0
gotthold_lessing,Gotthold Lessing,1729.0,1781.0,Sacro Imperio Romano Germánico (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q34628,52.0
schleiermacher,Friedrich Schleiermacher,1768.0,1834.0,Prusia (actual Polonia),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q76576,66.0
edward_gibbon,Edward Gibbon,1737.0,1794.0,Inglaterra,United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q161841,57.0
eusebio_de_cesarea,de Cesarea Eusebio,263.0,339.0,Imperio Romano (actual Israel),Israel,Middle East,Hellenistic/Roman,http://www.wikidata.org/entity/Q142999,76.0
james_shotwell,James Shotwell,1874.0,1965.0,Canadá,Canadá,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q1236629,91.0
montesquieu,Charles-Louis Montesquieu,1689.0,1755.0,Francia,France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q15975,66.0
laboulaye,Édouard Laboulaye,1811.0,1883.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q274429,72.0
george_sabine,George Sabine,1880.0,1961.0,Estados Unidos,United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q1507581,81.0
anaxagoras,Anaxágoras,-500.0,-428.0,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q83041,72.0
protagoras,Protágoras,-490.0,-420.0,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q169243,70.0
xenofon,Jenofonte,-431.0,-354.0,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q129772,77.0
avicena,Avicena,980.0,1037.0,Imperio Samánida (actual Uzbekistán),Imperio Samánida,Other/Unknown,Medieval,http://www.wikidata.org/entity/Q8011,57.0
maimonides,Maimónides,1138.0,1204.0,Al-Ándalus (actual España),Spain,Western Europe,Medieval,http://www.wikidata.org/entity/Q127398,66.0
grotius,Hugo Grotius,1583.0,1645.0,República de los Países Bajos,Netherlands,Western Europe,Renaissance,http://www.wikidata.org/entity/Q154959,62.0
rene_descartes,René Descartes,1596.0,1650.0,Francia,France,Western Europe,Renaissance,http://www.wikidata.org/entity/Q9191,54.0
john_locke,John Locke,1632.0,1704.0,Inglaterra,United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q9353,72.0
pierre_bayle,Pierre Bayle,1647.0,1706.0,Francia,France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q214816,59.0
christian_wolff,Christian Wolff,1679.0,1754.0,Alemania (actual Polonia),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q76510,75.0
voltaire,Voltaire,1694.0,1778.0,Francia,France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q9068,84.0
rousseau,Jean-Jacques Rousseau,1712.0,1778.0,República de Ginebra (actual Suiza),Switzerland,Western Europe,Early Modern,http://www.wikidata.org/entity/Q6527,66.0
kant,Immanuel Kant,1724.0,1804.0,Prusia (actual Rusia),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q9312,80.0
tomas_moro,Tomás Moro,1478.0,1535.0,Inglaterra,United Kingdom,Western Europe,Renaissance,http://www.wikidata.org/entity/Q42544,57.0
alcibiades,Alcibíades,-450.0,-404.0,Grecia Antigua (Atenas),Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q187982,46.0
rabelais,François Rabelais,1494.0,1553.0,Francia,France,Western Europe,Renaissance,http://www.wikidata.org/entity/Q131018,59.0
soren_kierkegaard,Søren Kierkegaard,1813.0,1855.0,Dinamarca,Denmark,Scandinavia,Revolutionary Era,http://www.wikidata.org/entity/Q6512,42.0
bocaccio,Giovanni Boccaccio,1313.0,1375.0,República de Florencia (actual Italia),Italy,Western Europe,Medieval,http://www.wikidata.org/entity/Q721349,62.0
petrarca,Francesco Petrarca,1304.0,1374.0,República de Florencia (actual Italia),Italy,Western Europe,Medieval,http://www.wikidata.org/entity/Q1401,70.0
bosco,Hieronymus Bosch,1450.0,1516.0,Países Bajos Borgoñones,Netherlands,Western Europe,Renaissance,http://www.wikidata.org/entity/Q130531,66.0
ciceron,Marco Cicerón,-106.0,-43.0,República Romana (actual Italia),Italy,Western Europe,Hellenistic/Roman,http://www.wikidata.org/entity/Q1541,63.0
quintiliano,Marco Quintiliano,35.0,100.0,Imperio Romano (actual España),Spain,Western Europe,Hellenistic/Roman,http://www.wikidata.org/entity/Q193769,65.0
jesus,de Nazaret Jesús,-4.0,30.0,Imperio Romano (Judea),Imperio Romano,Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q302,34.0
